Timestamp, Selection, Source, Description, Index
1750177725762, Vertical, State, INIT, 
1750177725768, Vertical, State, START, 
1750177728235, Vertical, State, WAIT, 
1750177748523, Vertical, State, RESET, 
1750177748540, Vertical, App Event, Target direction[Up_out], 3
1750177752152, Vertical, Control Event, UP, 12
1750177752550, Vertical, Control Event, UP, 11
1750177752787, Vertical, Control Event, UP, 10
1750177752931, Vertical, Control Event, UP, 9
1750177753378, Vertical, Control Event, UP, 8
1750177753682, Vertical, Control Event, UP, 7
1750177753770, Vertical, Control Event, UP, 6
1750177754097, Vertical, Control Event, UP, 5
1750177754244, Vertical, Control Event, UP, 4
1750177754560, Vertical, Control Event, UP, 3
1750177754913, Vertical, Control Event, UP, 2
1750177757133, Vertical, Control Event, DOWN, 3
1750177758110, Vertical, Control Event, SELECT, 3
1750177758129, Vertical, App Event, Target selected, 
1750177758150, Vertical, State, WAIT, 
1750177781822, Vertical, State, RESET, 
1750177781851, Vertical, App Event, Target direction[Down], 18
1750177784976, Vertical, Control Event, DOWN, 14
1750177785313, Vertical, Control Event, DOWN, 15
1750177785609, Vertical, Control Event, DOWN, 16
1750177786228, Vertical, Control Event, DOWN, 17
1750177786633, Vertical, Control Event, DOWN, 18
1750177788001, Vertical, Control Event, SELECT, 18
1750177788024, Vertical, App Event, Target selected, 
1750177788047, Vertical, State, WAIT, 
1750177810842, Vertical, State, RESET, 
1750177810861, Vertical, App Event, Target direction[Up], 8
1750177813410, Vertical, Control Event, UP, 12
1750177813539, Vertical, Control Event, UP, 11
1750177813984, Vertical, Control Event, UP, 10
1750177814703, Vertical, Control Event, UP, 9
1750177815401, Vertical, Control Event, UP, 8
1750177817094, Vertical, Control Event, SELECT, 8
1750177817119, Vertical, App Event, Target selected, 
1750177817141, Vertical, State, WAIT, 
1750177835724, Vertical, State, RESET, 
1750177835746, Vertical, App Event, Target direction[Up], 8
1750177839161, Vertical, Control Event, UP, 12
1750177839564, Vertical, Control Event, UP, 11
1750177839700, Vertical, Control Event, UP, 10
1750177841517, Vertical, Control Event, UP, 9
1750177842156, Vertical, Control Event, UP, 8
1750177843098, Vertical, Control Event, SELECT, 8
1750177843122, Vertical, App Event, Target selected, 
1750177843145, Vertical, State, WAIT, 
1750177865700, Vertical, State, RESET, 
1750177865720, Vertical, App Event, Target direction[Down_out], 25
1750177869372, Vertical, Control Event, DOWN, 14
1750177869673, Vertical, Control Event, DOWN, 15
1750177869924, Vertical, Control Event, DOWN, 16
1750177870088, Vertical, Control Event, DOWN, 17
1750177870207, Vertical, Control Event, DOWN, 18
1750177871056, Vertical, Control Event, DOWN, 19
1750177871206, Vertical, Control Event, DOWN, 20
1750177872021, Vertical, Control Event, DOWN, 21
1750177873293, Vertical, Control Event, DOWN, 22
1750177874493, Vertical, Control Event, DOWN, 23
1750177875412, Vertical, Control Event, DOWN, 24
1750177877297, Vertical, Control Event, DOWN, 25
1750177877614, Vertical, Control Event, DOWN, 25
1750177878951, Vertical, Control Event, SELECT, 25
